,latitud,longitud,población,region,pais,precio,agua,wc,vaciado
633,43.88982,-0.47566,Mont-de-Marsan,Nouvelle-Aquitaine,France,De pago,si,desconocido,si
634,39.47993,-6.37121,Cáceres,Extremadura,España,Gratuito,si,si,desconocido
635,37.44227,-4.21184,Priego de Córdoba,Andalucía,España,Gratuito,si,si,si
636,42.51945,-2.35994,Viana,Navarra - Nafarroa,España,De pago,si,no,si
637,47.62942,6.12669,Vaivre-et-Montoille,Bourgogne-Franche-Comté,France,Gratuito,si,si,si
638,42.21444,-8.03306,Cartelle,Galicia,España,Gratuito,si,no,desconocido
639,41.63603,2.40798,Llinars del Vallès,Catalunya,España,Gratuito,si,si,si
640,42.86667,-2.68501,Vitoria-Gasteiz,Euskadi,España,Gratuito,si,no,desconocido
641,41.28071,1.58177,Banyeres del Penedès,Catalunya,España,Gratuito,si,si,si
642,41.8758,12.55554,Roma,Lazio,Italia,De pago,si,si,si
643,42.95853,-0.20743,Marsous,Occitanie,France,Gratuito,si,no,si
644,50.0277,19.20162,Oświęcim,województwo małopolskie,Polska,De pago,no,si,desconocido
645,41.85607,3.13588,Palamós,Catalunya,España,De pago,si,si,desconocido
646,42.2857,-8.14286,Ribadavia,Galicia,España,Gratuito,si,no,si
647,42.10985,-4.64336,Becerril de Campos,Castilla y León,España,Gratuito,si,no,si
648,44.63855,-0.31691,Cadillac-sur-Garonne,Nouvelle-Aquitaine,France,Gratuito,si,no,si
649,45.61159,7.73268,Hône,Valle d'Aosta / Vallée d'Aoste,Italia,De pago,si,no,si
650,43.72144,10.41937,Pisa,Toscana,Italia,De pago,si,no,si
651,44.54056,10.82639,Fiorano Modenese,Emilia-Romagna,Italia,Gratuito,si,si,si
652,42.43789,-8.69432,Poio,Galicia,España,Gratuito,si,no,si
653,41.90752,2.74256,Vilobí d'Onyar,Catalunya,España,Gratuito,si,si,si
654,46.02611,3.2031,Aigueperse,Auvergne-Rhône-Alpes,France,Gratuito,si,no,si
655,41.05194,-0.13911,Alcañiz,Aragón,España,Gratuito,si,no,si
656,40.72902,-6.90168,Almeida,Guarda,Portugal,Gratuito,si,no,si
657,42.33949,-8.61309,Soutomaior,Galicia,España,Gratuito,si,no,si
658,40.92608,-8.25131,Arouca,Aveiro,Portugal,Gratuito,si,si,si
659,41.89256,1.04297,Artesa de Segre,Catalunya,España,Gratuito,si,no,si
660,36.23606,-6.06861,Vejer de la Frontera,Andalucía,España,De pago,si,si,si
661,43.55107,-5.9139,Avilés,Asturias / Asturies,España,Gratuito,si,no,si
662,37.21012,-7.40662,Ayamonte,Andalucía,España,De pago,si,si,desconocido
663,45.70125,7.23933,Aymavilles,Valle d'Aosta / Vallée d'Aoste,Italia,De pago,si,no,si
664,39.05604,-1.0526,Ayora,Comunitat Valenciana,España,Gratuito,si,no,si
665,42.48707,1.94485,Dorres,Occitanie,France,Gratuito,si,no,si
666,47.54913,7.94716,Bad Säckingen,Baden-Württemberg,Deutschland,De pago,si,si,si
667,48.50058,9.37535,Bad Urach,Baden-Württemberg,Deutschland,De pago,si,no,desconocido
668,48.51022,8.37201,Baiersbronn,Baden-Württemberg,Deutschland,De pago,si,no,desconocido
669,47.8132,6.84149,Lepuix,Bourgogne-Franche-Comté,France,De pago,si,no,si
670,36.18389,-5.93573,Barbate,Andalucía,España,De pago,si,si,desconocido
671,46.73153,-1.91144,Saint-Hilaire-de-Riez,Pays de la Loire,France,Gratuito,si,desconocido,si
672,40.40415,0.41969,Benicarló,Comunitat Valenciana,España,Gratuito,si,no,si
673,40.05584,0.06073,Benicàssim / Benicasim,Comunitat Valenciana,España,Gratuito,si,no,si
674,42.19906,2.70398,Besalú,Catalunya,España,Gratuito,si,no,si
675,47.23705,6.01637,Besançon,Bourgogne-Franche-Comté,France,De pago,si,no,si
676,41.50344,-5.75641,Zamora,Castilla y León,España,Gratuito,si,si,si
677,46.20901,5.24037,Bourg-en-Bresse,Auvergne-Rhône-Alpes,France,Gratuito,si,no,si
678,44.25642,0.30669,Buzet-sur-Baïse,Nouvelle-Aquitaine,France,De pago,si,desconocido,si
679,41.8394,2.8117,Caldes de Malavella,Catalunya,España,Gratuito,si,no,si
680,36.74863,-4.06588,Vélez-Málaga,Andalucía,España,De pago,si,si,desconocido
681,45.87961,10.85896,Riva del Garda,Trentino-Alto Adige/Südtirol,Italia,De pago,si,desconocido,si
682,46.02136,14.52279,Ljubljana,Slovenija,Slovenija,De pago,si,si,desconocido
683,37.27904,-8.24188,São Bartolomeu de Messines,Faro,Portugal,De pago,si,desconocido,si
684,46.42258,15.85308,Ptuj,Slovenija,Slovenija,De pago,si,si,si
685,42.04229,2.40465,l'Esquirol,Catalunya,España,Gratuito,si,no,si
686,38.59583,-0.66696,Castalla,Comunitat Valenciana,España,De pago,si,si,si
687,47.61606,1.51092,Chambord,Centre-Val de Loire,France,De pago,si,si,si
688,48.07147,1.32427,Châteaudun,Centre-Val de Loire,France,Gratuito,si,no,si
689,45.13589,-0.66431,Blaye,Nouvelle-Aquitaine,France,Gratuito,si,no,si
690,49.64244,-1.61778,Cherbourg-en-Cotentin,Normandie,France,Gratuito,si,no,si
691,36.74466,-6.42693,Chipiona,Andalucía,España,De pago,si,si,desconocido
692,43.85402,4.60863,Comps,Occitanie,France,De pago,si,si,si
693,53.04737,8.62435,Delmenhorst,Niedersachsen,Deutschland,Gratuito,si,no,si
694,46.51844,3.685,Dompierre-sur-Besbre,Auvergne-Rhône-Alpes,France,Gratuito,si,si,si
695,47.36676,0.7001,Tours,Centre-Val de Loire,France,Gratuito,si,no,si
696,41.87573,-4.5421,Dueñas,Castilla y León,España,Gratuito,si,no,si
697,44.67771,0.17821,Duras,Nouvelle-Aquitaine,France,De pago,si,no,si
698,46.32109,11.27422,Neumarkt - Egna,Trentino-Alto Adige/Südtirol,Italia,De pago,si,no,si
699,43.12844,-2.54642,Elorrio,Euskadi,España,Gratuito,si,si,si
700,46.27556,13.95919,Bohinjska Bistrica,Slovenija,Slovenija,De pago,si,si,si
701,46.33466,2.55863,Prémilhat,Auvergne-Rhône-Alpes,France,Gratuito,si,si,si
702,38.20814,-0.57419,Santa Pola,Comunitat Valenciana,España,De pago,si,si,si
703,42.91107,-9.26357,Fisterra,Galicia,España,De pago,si,no,si
704,58.29303,6.66331,Flekkefjord,Agder,Norge,De pago,si,no,si
705,42.96102,1.6111,Foix,Occitanie,France,Gratuito,si,no,si
706,43.92037,5.12466,Fontaine-de-Vaucluse,Provence-Alpes-Côte d'Azur,France,De pago,si,no,si
707,57.44935,14.10038,Skillingaryd,Jönköpings län,Sverige,Gratuito,si,si,si
708,48.40219,8.00692,Gengenbach,Baden-Württemberg,Deutschland,De pago,si,no,desconocido
709,47.39252,0.19693,Gizeux,Centre-Val de Loire,France,Gratuito,si,si,si
710,48.83506,-1.6098,Granville,Normandie,France,De pago,si,no,si
711,48.98728,-0.95044,Torigny-les-Villes,Normandie,France,Gratuito,si,no,si
712,53.5435,10.02664,Hamburg,Deutschland,Deutschland,De pago,si,si,si
713,49.41905,0.24127,Honfleur,Normandie,France,De pago,si,no,si
714,43.0468,-2.21222,Beasain,Euskadi,España,Gratuito,si,no,si
715,37.07083,15.26211,Siracusa,Sicilia,Italia,De pago,si,si,si
716,49.32162,-1.10455,Isigny-sur-Mer,Normandie,France,Gratuito,si,no,si
717,40.33355,-7.86769,Nogueira do Cravo,Coimbra,Portugal,Gratuito,si,no,si
718,47.34618,11.70344,Schwaz,Tirol,Österreich,De pago,si,no,si
719,46.48741,13.77486,Podkoren,Slovenija,Slovenija,De pago,si,si,si
720,37.54655,-4.35238,Doña Mencía,Andalucía,España,Gratuito,si,no,si
721,41.66999,2.28767,la Garriga,Catalunya,España,Gratuito,si,no,si
722,42.93603,0.30115,Campan,Occitanie,France,Gratuito,si,si,si
723,49.40871,0.26809,La Rivière-Saint-Sauveur,Normandie,France,Gratuito,si,no,si
724,48.55066,4.76828,Giffaumont-Champaubert,Grand Est,France,De pago,si,no,si
725,43.88531,-1.31959,Léon,Nouvelle-Aquitaine,France,De pago,si,si,si
726,46.42472,8.40803,Formazza,Piemonte,Italia,De pago,si,no,si
727,48.55089,8.49376,Grömbach,Baden-Württemberg,Deutschland,Gratuito,si,no,desconocido
728,43.38869,-4.21005,Alfoz de Lloredo,Cantabria,España,De pago,si,si,si
729,43.47226,-3.80283,Santander,Cantabria,España,Gratuito,si,no,si
730,38.27477,-5.81841,Berlanga,Extremadura,España,Gratuito,si,si,si
731,48.55991,-4.33531,Le Folgoët,Bretagne,France,Gratuito,si,si,si
732,49.21853,-1.53643,Lessay,Normandie,France,Gratuito,si,no,si
733,47.60084,9.87574,Lindenberg im Allgäu,Bayern,Deutschland,De pago,si,no,si
734,48.74658,6.05772,Liverdun,Grand Est,France,Gratuito,si,no,si
735,43.42392,-4.76797,Llanes,Asturias / Asturies,España,De pago,si,no,si
736,46.04692,-0.50656,Loulay,Nouvelle-Aquitaine,France,Gratuito,si,no,si
737,46.55944,15.65611,Maribor,Slovenija,Slovenija,De pago,si,si,si
738,36.71393,-4.3171,Málaga,Andalucía,España,De pago,si,si,si
739,43.09588,11.78748,Montepulciano,Toscana,Italia,De pago,si,no,si
740,44.03867,-0.90964,Morcenx-la-Nouvelle,Nouvelle-Aquitaine,France,Gratuito,si,no,si
741,47.92328,7.16034,Murbach,Grand Est,France,Gratuito,si,no,si
742,47.55204,8.02434,Murg,Baden-Württemberg,Deutschland,De pago,si,no,si
743,42.81948,-2.79847,Nanclares de la Oca/Langraiz Oka,Euskadi,España,Gratuito,si,no,si
744,45.92572,1.17228,Nieul,Nouvelle-Aquitaine,France,Gratuito,si,si,si
745,42.45523,-8.92649,O Grove,Galicia,España,De pago,si,no,si
746,42.55583,1.53273,Ordino,Andorra,Andorra,Gratuito,si,no,si
747,37.23111,-5.097,Osuna,Andalucía,España,Gratuito,si,no,si
748,44.6405,8.64986,Ovada,Piemonte,Italia,Gratuito,si,no,si
749,42.50917,-2.442,Oyón/Oion,Euskadi,España,Gratuito,si,no,si
750,42.73239,-8.66132,Padrón,Galicia,España,Gratuito,si,no,si
751,42.82093,-1.65645,Pamplona/Iruña,Navarra - Nafarroa,España,De pago,si,no,si
752,41.99033,2.80144,Girona,Catalunya,España,Gratuito,si,no,si
753,45.53797,13.73781,Koper / Capodistria,Slovenija,Slovenija,De pago,si,si,si
754,37.09265,-8.3116,Guia,Faro,Portugal,De pago,si,no,si
755,42.30594,3.00851,Peralada,Catalunya,España,Gratuito,si,no,si
756,41.99386,0.38891,Peralta de Calasanz,Aragón,España,Gratuito,si,no,si
757,48.45525,9.228,Pfullingen,Baden-Württemberg,Deutschland,Gratuito,si,no,si
758,46.16554,12.0588,Sospirolo,Veneto,Italia,De pago,si,si,si
759,28.378,-16.49928,La Orotava,España,España,Gratuito,si,no,si
760,45.06318,5.33642,Pont-en-Royans,Auvergne-Rhône-Alpes,France,De pago,si,no,si
761,42.43348,-8.63486,Pontevedra,Galicia,España,Gratuito,si,no,si
762,41.09414,1.1538,Vila-seca,Catalunya,España,De pago,si,si,si
763,42.80666,-7.61765,Portomarín,Galicia,España,Gratuito,si,no,si
764,41.68343,-8.83278,Darque,Viana do Castelo,Portugal,Gratuito,si,no,si
765,42.00446,2.03414,Prats de Lluçanès,Catalunya,España,Gratuito,si,si,si
766,37.22501,-5.30481,La Puebla de Cazalla,Andalucía,España,Gratuito,si,si,si
767,46.89428,-0.925,Les Épesses,Pays de la Loire,France,De pago,si,si,si
768,47.86624,-3.54346,Quimperlé,Bretagne,France,Gratuito,si,no,si
769,43.93793,4.55855,Remoulins,Occitanie,France,Gratuito,si,no,si
770,43.46024,-5.05409,Ribeseya,Asturias / Asturies,España,Gratuito,si,no,si
771,42.26843,3.15566,Roses,Catalunya,España,De pago,si,si,si
772,47.32653,1.12528,Saint-Georges-sur-Cher,Centre-Val de Loire,France,Gratuito,si,no,si
773,47.84533,-2.72433,Saint-Jean-Brévelay,Bretagne,France,Gratuito,si,si,si
774,45.11515,0.50034,Saint-Léon-sur-l'Isle,Nouvelle-Aquitaine,France,Gratuito,si,no,si
775,48.52209,-3.94572,Saint-Thégonnec Loc-Eguiner,Bretagne,France,Gratuito,si,si,si
776,40.48659,-8.47524,Sangalhos,Aveiro,Portugal,Gratuito,si,no,si
777,41.53689,1.38206,Santa Coloma de Queralt,Catalunya,España,Gratuito,si,no,si
778,42.6727,-2.34416,Campezo/Kanpezu,Euskadi,España,De pago,si,no,si
779,42.13004,-3.97253,Santa María del Campo,Castilla y León,España,Gratuito,si,no,si
780,43.00362,-3.73907,Merindad de Valdeporres,Castilla y León,España,De pago,si,si,si
781,45.78978,8.37226,Madonna del Sasso,Piemonte,Italia,Gratuito,si,no,si
782,44.5348,-0.34294,Sauternes,Nouvelle-Aquitaine,France,Gratuito,si,si,si
783,39.04136,-0.30753,Simat de la Valldigna,Comunitat Valenciana,España,Gratuito,si,no,si
784,41.872,-8.26331,Soajo,Viana do Castelo,Portugal,Gratuito,si,si,si
785,42.51822,12.51853,Narni,Umbria,Italia,Gratuito,si,no,si
786,49.46392,-1.82792,Surtainville,Normandie,France,Gratuito,si,no,si
787,55.71792,12.58956,København,Region Hovedstaden,Danmark,De pago,si,si,si
788,46.29885,12.0119,Pèden,Veneto,Italia,Gratuito,si,si,si
789,70.04081,22.95356,Talvik,Troms og Finnmark,Norge,Gratuito,si,si,si
790,37.34902,-2.44145,Tíjola,Andalucía,España,Gratuito,si,no,si
791,38.91907,-6.33623,Mérida,Extremadura,España,De pago,si,si,si
792,41.44087,-8.28467,Guimarães,Braga,Portugal,Gratuito,si,no,si
793,47.8325,7.9557,Todtnau,Baden-Württemberg,Deutschland,De pago,si,no,si
794,41.70561,2.718,Tordera,Catalunya,España,Gratuito,si,si,si
795,47.53757,1.50013,Tour-en-Sologne,Centre-Val de Loire,France,Gratuito,si,si,si
796,36.6707,-5.4499,Ubrique,Andalucía,España,Gratuito,si,no,si
797,45.74618,6.41794,Ugine,Auvergne-Rhône-Alpes,France,Gratuito,si,desconocido,si
798,42.91417,-1.97361,Uharte Arakil,Navarra - Nafarroa,España,De pago,si,no,si
799,40.256,-7.6235,Unhais da Serra,Castelo Branco,Portugal,Gratuito,si,si,si
800,48.07728,8.36652,Unterkirnach,Baden-Württemberg,Deutschland,De pago,si,no,desconocido
801,39.4092,-7.2463,Valencia de Alcántara,Extremadura,España,Gratuito,si,no,si
802,37.65238,-2.07382,Vélez-Rubio,Andalucía,España,Gratuito,si,no,si
803,42.59012,-8.76457,Vilagarcía de Arousa,Galicia,España,Gratuito,si,no,si
804,52.48906,5.06037,Volendam,Noord-Holland,Nederland,De pago,si,no,si
805,46.57444,-0.77494,Vouvant,Pays de la Loire,France,De pago,si,no,si
806,46.24086,15.15397,Žalec,Slovenija,Slovenija,Gratuito,si,no,si
807,48.46279,10.26936,Günzburg,Bayern,Deutschland,De pago,si,no,si
808,36.71034,-6.12139,Jerez de la Frontera,Andalucía,España,De pago,si,no,si
809,43.84366,6.21885,Moustiers-Sainte-Marie,Provence-Alpes-Côte d'Azur,France,De pago,si,desconocido,si
810,39.39422,-7.37375,Marvão,Portalegre,Portugal,Gratuito,si,no,si
811,46.58842,12.25619,Auronzo di Cadore,Veneto,Italia,De pago,si,no,si
812,41.77989,3.02288,Sant Feliu de Guíxols,Catalunya,España,De pago,si,no,si
813,45.78266,-1.15228,Ronce-les-Bains,Nouvelle-Aquitaine,France,De pago,si,no,si
814,37.47011,-7.46406,Sanlúcar de Guadiana,Andalucía,España,Gratuito,si,no,si
815,36.71959,-3.36431,Castell de Ferro,Andalucía,España,De pago,si,si,si
816,45.64468,7.71746,Arnad,Valle d'Aosta / Vallée d'Aoste,Italia,Gratuito,si,no,si
817,47.76311,11.55014,Bad Tölz,Bayern,Deutschland,De pago,si,si,si
818,42.50068,0.79456,la Vall de Boí,Catalunya,España,Gratuito,si,no,desconocido
819,43.15595,-5.97295,Quirós,Asturias / Asturies,España,Gratuito,si,no,si
820,48.42425,-1.57402,Bazouges-la-Pérouse,Bretagne,France,Gratuito,si,no,si
821,42.85971,-8.64876,Ames,Galicia,España,Gratuito,si,no,desconocido
822,46.10941,1.36995,Bessines-sur-Gartempe,Nouvelle-Aquitaine,France,Gratuito,si,si,si
823,49.79052,5.05737,Bouillon,Luxembourg,België / Belgique / Belgien,Gratuito,si,no,si
824,43.35802,-3.81972,Penagos,Cantabria,España,Gratuito,desconocido,desconocido,desconocido
825,37.38863,-1.61577,Águilas,Región de Murcia,España,De pago,si,si,desconocido
826,39.21027,9.12765,Cagliari - Casteddu,Sardigna/Sardegna,Italia,De pago,si,si,si
827,38.002,-1.01922,Murcia,Región de Murcia,España,De pago,si,si,desconocido
828,38.12092,-0.66,San Fulgencio,Comunitat Valenciana,España,De pago,si,si,si
829,38.00765,-1.04332,Murcia,Región de Murcia,España,De pago,si,si,desconocido
830,37.79279,-1.5104,Totana,Región de Murcia,España,De pago,si,no,desconocido
831,-36.82772,139.8505,Kingston SE,South Australia,Australia,Gratuito,si,si,si
832,43.01334,-6.60823,Cangas del Narcea,Asturias / Asturies,España,Gratuito,si,si,si
833,43.32683,2.52549,Caunes-Minervois,Occitanie,France,Gratuito,no,no,desconocido
834,49.12089,5.03639,Clermont-en-Argonne,Grand Est,France,De pago,si,si,si
835,42.45352,1.48644,Aubinyà,Andorra,Andorra,Gratuito,no,si,desconocido
836,45.12593,-0.66527,Blaye,Nouvelle-Aquitaine,France,De pago,si,no,si
837,27.97589,-15.58812,Tejeda,España,España,Gratuito,si,si,desconocido
838,45.7815,14.20557,Postojna,Slovenija,Slovenija,De pago,si,si,desconocido
839,47.65805,9.16928,Konstanz,Baden-Württemberg,Deutschland,De pago,si,si,si
840,48.54753,-1.75498,Dol-de-Bretagne,Bretagne,France,Gratuito,si,si,si
841,45.40365,2.04749,Égletons,Nouvelle-Aquitaine,France,Gratuito,si,no,desconocido
842,39.48151,-7.54972,Santiago Maior,Portalegre,Portugal,Gratuito,si,si,desconocido
843,42.53544,1.58873,Encamp,Andorra,Andorra,De pago,si,no,desconocido
844,48.62166,-2.4727,Erquy,Bretagne,France,Gratuito,si,no,desconocido
845,42.71085,-1.7773,Legarda,Navarra - Nafarroa,España,Gratuito,si,si,desconocido
846,42.79635,0.43926,Loudervielle,Occitanie,France,Gratuito,no,si,desconocido
847,43.03812,-4.37073,Hermandad de Campoo de Suso,Cantabria,España,Gratuito,si,si,si
848,49.16217,10.32481,Feuchtwangen,Bayern,Deutschland,Gratuito,no,no,desconocido
849,41.41314,2.22206,Sant Adrià de Besòs,Catalunya,España,De pago,si,si,desconocido
850,41.08846,-6.81725,Freixo de Espada à Cinta,Bragança,Portugal,Gratuito,si,no,si
851,51.70358,4.86345,Geertruidenberg,Noord-Brabant,Nederland,De pago,si,si,si
852,42.52303,2.22168,Thuès-Entre-Valls,Occitanie,France,De pago,si,desconocido,si
853,42.95668,-0.32885,Gourette,Nouvelle-Aquitaine,France,Gratuito,no,no,desconocido
854,66.72461,13.69942,Meløy,Nordland,Norge,Gratuito,si,si,desconocido
855,43.24798,-5.90537,Riosa,Asturias / Asturies,España,De pago,si,no,si
856,45.65341,5.86018,Le Bourget-du-Lac,Auvergne-Rhône-Alpes,France,De pago,si,si,desconocido
857,44.10563,0.88521,Valence,Occitanie,France,De pago,si,si,si
858,43.52636,-1.51697,Anglet,Nouvelle-Aquitaine,France,De pago,si,si,desconocido
859,47.09514,-2.04974,La Bernerie-en-Retz,Pays de la Loire,France,Gratuito,si,si,desconocido
860,46.03356,1.29907,Razès,Nouvelle-Aquitaine,France,Gratuito,si,si,si
861,45.00618,-1.16871,Lacanau,Nouvelle-Aquitaine,France,De pago,si,no,desconocido
862,43.2399,-7.55564,Cospeito,Galicia,España,Gratuito,si,no,desconocido
863,41.73708,-1.06557,Zaragoza,Aragón,España,Gratuito,si,si,desconocido
864,47.31979,-1.34787,Le Cellier,Pays de la Loire,France,Gratuito,si,si,desconocido
865,42.78471,1.68838,Les Cabannes,Occitanie,France,De pago,si,si,desconocido
866,42.80155,0.4109,Loudenvielle,Occitanie,France,Gratuito,si,no,si
867,44.78422,1.89973,Leyme,Occitanie,France,Gratuito,si,no,desconocido
868,42.79672,0.40844,Loudenvielle,Occitanie,France,De pago,si,si,desconocido
869,42.81105,9.33364,Canari,Corse,France,De pago,si,si,desconocido
870,42.84532,-8.58099,O Milladoiro,Galicia,España,Gratuito,si,no,desconocido
871,44.09492,3.0824,Millau,Occitanie,France,De pago,si,si,desconocido
872,42.52787,-7.51178,Monforte de Lemos,Galicia,España,Gratuito,desconocido,desconocido,desconocido
873,44.70806,2.49686,Montsalvy,Auvergne-Rhône-Alpes,France,Gratuito,si,si,desconocido
874,48.6123,-1.50788,Beauvoir,Normandie,France,De pago,no,no,desconocido
875,50.75566,11.75636,Neustadt an der Orla,Thüringen,Deutschland,Gratuito,si,no,si
876,58.50749,15.97696,Norsholm,Östergötlands län,Sverige,De pago,si,si,desconocido
877,48.02292,-2.17146,Paimpont,Bretagne,France,De pago,si,desconocido,si
878,40.92898,-4.05689,Palazuelos de Eresma,Castilla y León,España,Gratuito,si,no,desconocido
879,42.54538,1.73344,Encamp,Andorra,Andorra,De pago,si,no,desconocido
880,40.54961,-8.77067,Vagos,Aveiro,Portugal,Gratuito,si,si,si
881,63.23693,24.82099,Kivijärvi,Keski-Suomi,Suomi / Finland,Gratuito,si,si,desconocido
882,44.6403,-1.01969,Le Teich,Nouvelle-Aquitaine,France,Gratuito,si,si,si
883,41.29165,-4.68193,Olmedo,Castilla y León,España,Gratuito,si,no,si
884,38.56002,-0.08362,Benidorm,Comunitat Valenciana,España,De pago,si,si,desconocido
885,42.90977,-0.61941,Accous,Nouvelle-Aquitaine,France,De pago,si,no,si
886,43.57624,-1.48635,Ondres,Nouvelle-Aquitaine,France,De pago,si,si,desconocido
887,47.8539,-3.74346,Pont-Aven,Bretagne,France,Gratuito,si,no,desconocido
888,42.38884,-8.49938,Ponte Caldelas,Galicia,España,Gratuito,si,desconocido,desconocido
889,47.48831,-3.13681,Port Maria,Bretagne,France,De pago,si,no,desconocido
890,43.01348,3.04088,Port-la-Nouvelle,Occitanie,France,De pago,si,no,desconocido
891,38.96591,-5.96265,Medellín,Extremadura,España,Gratuito,si,no,si
892,43.93504,12.44485,Città di San Marino,San Marino,San Marino,Gratuito,no,no,desconocido
893,45.58037,0.04478,Roullet-Saint-Estèphe,Nouvelle-Aquitaine,France,Gratuito,si,no,desconocido
894,48.41111,-1.36278,Maen-Roch,Bretagne,France,Gratuito,si,si,desconocido
895,45.03578,3.09823,Saint-Flour,Auvergne-Rhône-Alpes,France,Gratuito,si,no,desconocido
896,46.19932,-1.36506,Saint-Martin-de-Ré,Nouvelle-Aquitaine,France,De pago,si,no,si
897,48.68265,-3.97073,Saint-Pol-de-Léon,Bretagne,France,De pago,si,si,si
898,44.39669,0.80508,Saint-Sylvestre-sur-Lot,Nouvelle-Aquitaine,France,Gratuito,si,si,si
899,47.51153,-3.13893,Saint-Pierre-Quiberon,Bretagne,France,Gratuito,si,no,desconocido
900,43.80279,7.74772,Sanremo,Liguria,Italia,De pago,si,no,desconocido
901,42.46602,1.49422,Sant Julià de Lòria,Andorra,Andorra,Gratuito,si,no,si
902,46.02827,-1.38419,Saint-Denis-d'Oléron,Nouvelle-Aquitaine,France,Gratuito,si,si,desconocido
903,46.35049,-1.43666,La Tranche-sur-Mer,Pays de la Loire,France,De pago,si,no,si
904,40.0834,9.67794,Baunei,Sardigna/Sardegna,Italia,De pago,si,si,desconocido
905,45.86873,3.48255,Thiers,Auvergne-Rhône-Alpes,France,Gratuito,si,si,desconocido
906,48.67925,5.88781,Toul,Grand Est,France,Gratuito,si,no,si
907,43.78299,6.44211,Trigance,Provence-Alpes-Côte d'Azur,France,Gratuito,si,si,desconocido
908,42.04335,-8.6465,Tui,Galicia,España,Gratuito,si,no,desconocido
909,40.87389,0.15556,Valderrobres,Aragón,España,Gratuito,si,no,desconocido
910,37.58107,-6.75165,Valverde del Camino,Andalucía,España,Gratuito,si,no,desconocido
911,44.89777,5.36963,Vassieux-en-Vercors,Auvergne-Rhône-Alpes,France,Gratuito,si,no,desconocido
912,37.55425,-2.60865,Cúllar,Andalucía,España,Gratuito,si,si,si
